"","work","collection"
"244","218_Теплова Н.С._Стихотворения Н. Тепловой. Изд. 2, умноженное","rsl"
"245","220_В. М._Стихотворения, сочиненные девицей B.М.","nlr"
"246","229_NA_Фантастическое зеркало в шуточно-сатирических стихах. Соч. Г.Б.М.","nlr"
"247","230_Дмитриев И.И._Басни и апологи И.И. Дмитриева","nlr"
"248","230_Дмитриев И.И._Басни и апологи И.И. Дмитриева","rsl"
"249","231_NA_Любовь к добродетельной деве, или Черты душевной красоты: Стихотворения, писанные в 1822 г.","nlr"
"250","231_NA_Любовь к добродетельной деве, или Черты душевной красоты: Стихотворения, писанные в 1822 г.","us_harvard"
"251","231_NA_Любовь к добродетельной деве, или Черты душевной красоты: Стихотворения, писанные в 1822 г.","fi_sl"
"252","232_Раевич И.А._Плоды вечерних безделок, сочинение Ивана Раевича","nlr"
"253","232_Раевич И.А._Плоды вечерних безделок, сочинение Ивана Раевича","rsl"
"254","232_Раевич И.А._Плоды вечерних безделок, сочинение Ивана Раевича","cz_slk"
"255","233_Праволамский П._Стихотворения П. Праволамского","nlr"
"256","233_Праволамский П._Стихотворения П. Праволамского","rozanov"
"257","234_Моствило-Головач П._Стихотворения П. Моствило-Головача","nlr"
"258","237_Бакунин И.М._На все время и пора [Стихотворения]","nlr"
"259","237_Бакунин И.М._На все время и пора [Стихотворения]","rsl"
"260","237_Бакунин И.М._На все время и пора [Стихотворения]","cz_slk"
"261","237_Бакунин И.М._На все время и пора [Стихотворения]","ee_ester"
"262","237_Бакунин И.М._На все время и пора [Стихотворения]","spbgu"
"263","239_А. П._Карманный песенник. Соч. А.П.","nlr"
"264","246_А. П._Романсы, песни и стихотворения, или Подарок на новый год любителям и любительницам пения. Сочинение А.П.","nlr"
"265","253_Леонов А._Стихотворения Алексея Леонова. 1834-1838","nlr"
"266","255_Богданов Н._Стихотворения Николая Богданова","nlr"
"267","255_Богданов Н._Стихотворения Николая Богданова","rsl"
"268","256_Горчаков В.Н._Стихотворения Владислава Горчакова","nlr"
"269","256_Горчаков В.Н._Стихотворения Владислава Горчакова","rsl"
"270","256_Горчаков В.Н._Стихотворения Владислава Горчакова","rozanov"
"271","256_Горчаков В.Н._Стихотворения Владислава Горчакова","us_harvard"
"272","257_Демидов М.А._Ау: Стихотворения М. Демидова","nlr"
"273","257_Демидов М.А._Ау: Стихотворения М. Демидова","rsl"
"274","257_Демидов М.А._Ау: Стихотворения М. Демидова","rozanov"
"275","257_Демидов М.А._Ау: Стихотворения М. Демидова","us_harvard"
"276","259_Карманов Г._Стихотворения Г. Карманова","nlr"
"277","259_Карманов Г._Стихотворения Г. Карманова","rsl"
"278","262_Медведенко Н._Вадемекум. Стихотворения Н. Медведенко","nlr"
"279","264_Шахова Е.Н._Стихотворения Елизаветы Шаховой","nlr"
"280","264_Шахова Е.Н._Стихотворения Елизаветы Шаховой","rsl"
"281","264_Шахова Е.Н._Стихотворения Елизаветы Шаховой","rozanov"
"282","264_Шахова Е.Н._Стихотворения Елизаветы Шаховой","us_harvard"
"283","264_Шахова Е.Н._Стихотворения Елизаветы Шаховой","cz_slk"
"284","264_Шахова Е.Н._Стихотворения Елизаветы Шаховой","fi_sl"
"285","271_Мягков Н.Н._Опыты в стихах Н. Мягкова","nlr"
"286","271_Мягков Н.Н._Опыты в стихах Н. Мягкова","spbgu"
"287","278_NA_Бородинские акростихи","nlr"
"288","278_NA_Бородинские акростихи","rsl"
"289","279_Раевич И.А._Досужные вечера. Сочинение Ивана Раевича","rozanov"
"290","288_И. Д._Красное яичко или Светлодневный подарок москвичам : [Сб. стихотворений]","nlr"
"291","289_И. Д._Блины. Соч. И. Д.: Стихотворения","nlr"
"292","1014_Максимов М._Патриотические песни : Тетрадь 1","nlr"
"293","1015_Максимов М._Патриотические песни : Тетрадь 2","nlr"
