"","work","collection"
"206","991_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","fi_sl"
"207","992_Деларю М._Сон и смерть","nlr"
"208","992_Деларю М._Сон и смерть","rsl"
"209","992_Деларю М._Сон и смерть","spbgu"
"210","994_Ф. С-в_Три желания : Московское народное предание, в стихах / Соч. Ф. С-ва","nlr"
"211","994_Ф. С-в_Три желания : Московское народное предание, в стихах / Соч. Ф. С-ва","rsl"
"212","994_Ф. С-в_Три желания : Московское народное предание, в стихах / Соч. Ф. С-ва","rozanov"
"213","996_Литвинов В._Эмма : Стихотворение Василья Литвинова","nlr"
"214","996_Литвинов В._Эмма : Стихотворение Василья Литвинова","rozanov"
"215","996_Литвинов В._Эмма : Стихотворение Василья Литвинова","us_harvard"
"216","996_Литвинов В._Эмма : Стихотворение Василья Литвинова","spbgu"
"217","997_Глинка С._Карелия, или заточение Марфы Иоанновны Романовой, описательное стихотворение : В 4 ч.","nlr"
"218","997_Глинка С._Карелия, или заточение Марфы Иоанновны Романовой, описательное стихотворение : В 4 ч.","rsl"
"219","997_Глинка С._Карелия, или заточение Марфы Иоанновны Романовой, описательное стихотворение : В 4 ч.","rozanov"
"220","997_Глинка С._Карелия, или заточение Марфы Иоанновны Романовой, описательное стихотворение : В 4 ч.","cz_slk"
"221","997_Глинка С._Карелия, или заточение Марфы Иоанновны Романовой, описательное стихотворение : В 4 ч.","ee_ester"
"222","997_Глинка С._Карелия, или заточение Марфы Иоанновны Романовой, описательное стихотворение : В 4 ч.","fi_sl"
"223","997_Глинка С._Карелия, или заточение Марфы Иоанновны Романовой, описательное стихотворение : В 4 ч.","spbgu"
"224","998_NA_Одиссей, или две достопамятные эпохи в жизни Али-Паши : Истинная повесть : В 2 ч.","nlr"
"225","998_NA_Одиссей, или две достопамятные эпохи в жизни Али-Паши : Истинная повесть : В 2 ч.","rsl"
"226","998_NA_Одиссей, или две достопамятные эпохи в жизни Али-Паши : Истинная повесть : В 2 ч.","rozanov"
"227","998_NA_Одиссей, или две достопамятные эпохи в жизни Али-Паши : Истинная повесть : В 2 ч.","fi_sl"
"228","999_Шатров Н.М._Осень 1830 года : Лирико-историческое песнопение слепого (Н.М. Шатрова)","nlr"
"229","999_Шатров Н.М._Осень 1830 года : Лирико-историческое песнопение слепого (Н.М. Шатрова)","rsl"
"230","999_Шатров Н.М._Осень 1830 года : Лирико-историческое песнопение слепого (Н.М. Шатрова)","rozanov"
"231","999_Шатров Н.М._Осень 1830 года : Лирико-историческое песнопение слепого (Н.М. Шатрова)","cz_slk"
"232","1000_Слепушкин Ф._Четыре времени года Русского Поселянина : Сельская поэма Федора Слепушкина","nlr"
"233","1000_Слепушкин Ф._Четыре времени года Русского Поселянина : Сельская поэма Федора Слепушкина","rsl"
"234","1000_Слепушкин Ф._Четыре времени года Русского Поселянина : Сельская поэма Федора Слепушкина","rozanov"
"235","1000_Слепушкин Ф._Четыре времени года Русского Поселянина : Сельская поэма Федора Слепушкина","us_harvard"
